"Арт №";"Наименование позиции";"Цена, грн";Ед.
29108;"Quadro 25.Silent System L=420 частичного выдвиж. Atira, правая (9158969)  Hettich";"260,4 грн.";шт
29080;"Продольный релинг L=420мм, Atira , антрацит, левый (9194556) Hettich";"119,34 грн.";шт
29059;"Соединитель задней стенки H=176мм Atira, антарцит, левый (9194641) Hettich";"103,8 грн.";шт
29278;"Комплект для ящиков Atira, частичного выдвижения L=470мм H=176мм, белый Hettich";"1495,29 грн.";к-т
29126;"Организация Orga Flag Basiset 900, L=520 серебро (9194873) Hettich";"6003,36 грн.";шт
29335;"Комплект для ящиков Atira, полного выдвижения L=520мм H=176мм, серебристый Hettich";"1803,02 грн.";к-т
29077;"Продольный релинг L=520мм, Atira , белый, правый (9194546) Hettich";"125,58 грн.";шт
29263;"Комплект для ящиков Atira, полного выдвижения L=470мм H=144мм, белый Hettich";"1724,14 грн.";к-т
29119;"Организация OrgaTray 590 W=900 L=470 серебро (9194893) Hettich";"1434,6 грн.";шт
29025;"Боковина Atira L=520 мм H=70мм белая, правая (9194415) Hettich";"239,7 грн.";шт
29284;"Комплект для ящиков Atira, полного выдвижения L=350мм H=70мм, серебристый Hettich";"1350,33 грн.";к-т
29329;"Комплект для ящиков Atira, полного выдвижения L=520мм H=144мм, серебристый Hettich";"1761,03 грн.";к-т
29132;"Организация OrgaStore 810 W=900 L=470 серебро (9194845) Hettich";"1723,2 грн.";шт
29057;"Соединитель задней стенки H=144мм Atira, антарцит, левый (9194637) Hettich";"82,8 грн.";шт
29012;"Боковина Atira L=420 мм H=70мм серебристая, левая (9194396) Hettich";"224,22 грн.";шт
29034;"Боковина Atira L=520 мм H=70мм антрацит, левая (9194428) Hettich";"239,7 грн.";шт
29140;"Организация Orga Flag Basiset 900, L=470 белая(9194870) Hettich";"5874,36 грн.";шт
29045;"Соединитель задней стенки H=144мм Atira, серебро, левый (9007355) Hettich";"82,8 грн.";шт
29286;"Комплект для ящиков Atira, полного выдвижения L=350мм H=70мм, антрацит Hettich";"1350,33 грн.";к-т
29066;"Продольный релинг L=470мм, Atira , серебристый, левый (9194530) Hettich";"122,46 грн.";шт
30461;"Дополнительный релинг L=420мм, Atira серебро, левая (9195016) Hettich";"119,34 грн.";шт
30456;"Дополнительный релинг L=470мм, Atira антрацит, правая (9195047) Hettich";"122,46 грн.";шт
29123;"Организация Orga Flag Basiset 600, L=470 серебро (9194869) Hettich";"3946,98 грн.";шт
29291;"Комплект для ящиков Atira, полного выдвижения L=350мм H=144мм, серебристый Hettich";"1635,52 грн.";к-т
32916;"Адаптер для продольных релингов, серебро (9206256) Hettich";"68,28 грн.";шт
29259;"Комплект для ящиков Atira, частичного выдвижения L=470мм H=70мм, серебристый Hettich";"1153,03 грн.";к-т
30486;"Направляющая Quadro V6 P2O L=470 полного выдвиж. 10,5 Atira левая (9117305) Hettich";"539,34 грн.";шт
51899;"Комплект для внутренних ящиков Atira, полного выдвижения L=470мм H=70мм, белый Hettich";"3051,22 грн.";к-т
51884;"Комплект для внутренних ящиков Atira, полного выдвижения L=420мм H=70мм, антрацит Hettich";"3020,56 грн.";к-т
51912;"Комплект для внутренних ящиков Atira, полного выдвижения L=520мм H=70мм, антрацит Hettich";"3081,84 грн.";к-т
52212;"Комплект для ящиков Atira, полного выдвижения Р2О L=470мм H=70мм, серебристый Hettich";"1698,53 грн.";к-т
52190;"Комплект ящиков Atira, полного выдвижения с метал.надставками TopSide L=470мм H=144мм, серебро";"2547,33 грн.";к-т
52175;"Комплект для ящиков Atira, полного выдвижения Р2О L=420мм H=176мм, белый Hettich";"2006,37 грн.";к-т
52248;"Комплект ящиков Atira, полного выдвижения с метал.надставками TopSide L=520мм H=144мм, антрацит";"2588,53 грн.";к-т
51893;"Комплект для внутренних ящиков Atira, полного выдвижения L=470мм H=144мм, серебристый Hettich";"4122,53 грн.";к-т
52259;"Комплект ящиков Atira, частичного выдвижения с стекл.надставками TopSide L=520мм H=144мм, белый";"2285,07 грн.";к-т
52170;"Комплект ящиков Atira, частичного выдвижения с стекл.надставками TopSide L=420мм H=144мм, белый";"2208,23 грн.";к-т
52264;"Комплект для ящиков Atira, полного выдвижения Р2О L=520мм H=144мм, серебристый Hettich";"2033,21 грн.";к-т
52183;"Комплект для ящиков Atira, полного выдвижения Р2О L=470мм H=144мм, серебристый Hettich";"1998,79 грн.";к-т
52206;"Комплект для ящиков Atira, полного выдвижения Р2О L=470мм H=176мм, белый Hettich (2 релинга)";"2294,83 грн.";к-т
51895;"Комплект для внутренних ящиков Atira, частичного выдвижения L=470мм H=144мм, белый Hettich";"3851,68 грн.";к-т
51977;"Комплект для ящиков Atira, полного выдвижения Р2О L=350мм H=176мм, антрацит Hettich";"1958,13 грн.";к-т
51896;"Комплект для внутренних ящиков Atira, частичного выдвижения L=470мм H=144мм, серебристый Hettich";"3851,68 грн.";к-т
52270;"Комплект для ящиков Atira, полного выдвижения Р2О L=520мм H=176мм, серебристый Hettich";"2075,21 грн.";к-т
52255;"Комплект ящиков Atira, полного выдвижения с стекл.надставками TopSide L=520мм H=144мм, антрацит";"2558,72 грн.";к-т
51813;"Комплект для ящиков Atira, частичного выдвижения L=470мм H=176мм, антрацит Hettich (2 релинга)";"1749,33 грн.";к-т
51970;"Комплект ящиков Atira, частичного выдвижения с стекл.надставками TopSide L=350мм H=144мм, белый";"2154,41 грн.";к-т
51985;"Комплект для ящиков Atira, полного выдвижения Р2О L=350мм H=70мм, белый Hettich";"1630,94 грн.";к-т
52192;"Комплект ящиков Atira, частичного выдвижения с метал.надставками TopSide L=470мм H=144мм, белый";"2276,49 грн.";к-т
52160;"Комплект ящиков Atira, частичного выдвижения с метал.надставками TopSide L=420мм H=144мм, антрацит";"2238,06 грн.";к-т
52193;"Комплект ящиков Atira, частичного выдвижения с метал.надставками TopSide L=470мм H=144мм, серебро";"2276,49 грн.";к-т
57115;"Продольный релинг для внутренних ящиков L= 350 мм, Atira, серебро, левый (9194566) Hettich";"114,9 грн.";шт
57114;"Продольный релинг для внутренних ящиков L= 520 мм, Atira, серебро, правый (9194573) Hettich";"125,58 грн.";шт
57147;"Продольный релинг для внутренних ящиков L= 520 мм, Atira, антрацит, левый (9194592) Hettich";"125,58 грн.";шт
66484;"Ящик с вырезом под мойку Atira, частичного выдвижения L=470мм H=144/70мм, белый Hettich";"2036,08 грн.";к-т
66471;"Ящик с вырезом под мойку Atira, полного выдвижения L=470мм H=70/70мм, антрацит Hettich";"2006,67 грн.";к-т
67823;"Механизм Push to open SilentSystem средний, Atira (9240162)  Hettich";"975 грн.";шт
71726;"Quadro V6.Push to open Silent L=470 полного выдвиж. 10,5 Atira, комплект (л+п) (9243703) Hettich";"899,4 грн.";шт
73663;"Комплект ящиков Atira, полного выдвижения со стекл.надст. DesignSide P2O SSL=470мм H=144мм, антрацит";"3725,83 грн.";к-т
73212;"Комплект для ящиков Atira, полного выдвижения P2O Silent L=470мм H=144мм, антрацит Hettich";"2794,48 грн.";к-т
73701;"Комплект ящиков Atira, полного выдвижения с метал.надст. TopSide P2O SS L=520мм H=144мм, антрацит";"3658,83 грн.";к-т
73815;"Комплект ящиков Atira, полного выдвижения с стекл.надст. TopSide P2O SS L=350мм H=144мм, антрацит";"3489,01 грн.";к-т
73854;"Комплект для ящиков Atira, полного выдвижения P2O SS L=420мм H=176мм, серебристый (2 релинга)";"3047,34 грн.";к-т
73754;"Комплект для внутренних ящиков Atira, полного выдвижения P2O SS L=420мм H=70мм, белый Hettich";"4090,93 грн.";к-т
73808;"Комплект для ящиков Atira, полного выдвижения P2O SS L=350мм H=144мм, белый Hettich";"2705,94 грн.";к-т
73779;"Комплект для внутренних ящиков Atira, полного выдвижения P2O SS L=420мм H=144мм, серебристый Hettich";"5155,96 грн.";к-т
73694;"Комплект для внутренних ящиков Atira, полного выдвижения P2O SS L=520мм H=144мм, антрацит Hettich";"5229,72 грн.";к-т
73839;"Комплект для внутренних ящиков Atira, полного выдвижения P2O SS L=350мм H=144мм, антрацит Hettich";"5104,33 грн.";к-т
73686;"Комплект для ящиков Atira, полного выдвижения P2O SS L=520мм H=70мм, серебристый Hettich";"2524,81 грн.";к-т
73656;"Комплект ящиков Atira, полного выдвижения с стекл.надст. TopSide P2O SS L=470мм H=144мм, антрацит";"3587,87 грн.";к-т
73787;"Комплект ящиков Atira, полного выдвижения с стекл.надст. TopSide P2O SS L=420мм H=144мм, антрацит";"3546,66 грн.";к-т
73788;"Комплект ящиков Atira, полного выдвижения с стекл.надст. TopSide P2O SS L=420мм H=144мм, белый";"3546,66 грн.";к-т
73766;"Комплект для внутренних ящиков Atira, полного выдвижения P2O L=350мм H=70мм, белый Hettich";"3258,28 грн.";к-т
73820;"Комплект ящиков Atira, полного выдвижения с метал.надст. TopSide P2O L=350мм H=144мм, белый";"2729,03 грн.";к-т
73764;"Комплект для внутренних ящиков Atira, полного выдвижения P2O L=350мм H=70мм, антрацит Hettich";"3258,28 грн.";к-т
73795;"Комплект ящиков Atira, полного выдвижения с стекл.надст. TopSide P2O L=420мм H=144мм, серебро";"2753,46 грн.";к-т
73697;"Комплект для внутренних ящиков Atira, полного выдвижения P2O L=520мм H=144мм, белый Hettich";"4431,6 грн.";к-т
73842;"Комплект для внутренних ящиков Atira, полного выдвижения P2O L=350мм H=144мм, антрацит Hettich";"4314,52 грн.";к-т
73783;"Комплект для внутренних ящиков Atira, полного выдвижения P2O L=420мм H=144мм, серебристый Hettich";"4362,76 грн.";к-т
66539;"Комплект для ящиков Atira, полного выдвижения L=470мм H=177-500мм, белый Hettich";"2114,7 грн.";к-т
66548;"Комплект для ящиков Atira, частичного выдвижения L=520мм H=177-500мм, антрацит Hettich";"1884,21 грн.";к-т
66558;"Комплект для ящиков Atira, частичного выдвижения L=420мм H=177-500мм, серебристый Hettich";"1803,43 грн.";к-т
73631;"Комплект для ящиков Atira, полного выдвижения L=470мм H=54мм, антрацит Hettich";"2289,03 грн.";к-т
110073;"Продольный релинг L=620мм, Atira, серебро, левый (9194534) Hettich";"131,88 грн.";шт
110697;"Quadro V6+Silent System L=620 полного выдвиж. 10,5 Atira правая, 50 кг (9102876) Hettich";"552,66 грн.";шт
118899;"Комплект для ящиков Atira, P2O Silent полного выдвижения L=470мм H=54мм, серебро Hettich";"3359,37 грн.";к-т
92880;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=600мм, серебро, левая (9257141) Hettich";"688,56 грн.";шт
92906;"AvanTech YOU Боковина H=101, L=350мм, серебро, правая (9255013) Hettich";"353,04 грн.";шт
92968;"AvanTech YOU Боковина H=101, L=550мм, серебро, левая (9255020) Hettich";"378,54 грн.";шт
92976;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=350мм, белый, правая (9257146) Hettich";"626,22 грн.";шт
92984;"AvanTech YOU Боковина H=101, L=350мм, белая, правая (9255093) Hettich";"353,04 грн.";шт
92994;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=550мм, белый, левая (9257153) Hettich";"671,46 грн.";шт
93002;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=350мм, антрацит, левая (9257159) Hettich";"626,22 грн.";шт
93025;"AvanTech YOU Боковина H=101, L=600мм, белая, правая (9255103) Hettich";"388,14 грн.";шт
93046;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=550мм, антрацит, левая (9257167) Hettich";"671,46 грн.";шт
93057;"AvanTech YOU Боковина H=101, L=400мм, антрацит, левая (9255174) Hettich";"359,4 грн.";шт
93068;"AvanTech YOU Лицевая панель алюминий H=101мм L=2000мм, антрацит (9257277) Hettich";"2740,38 грн.";шт
93084;"AvanTech YOU Боковина H=101, L=550мм, антрацит, правая (9255181) Hettich";"378,54 грн.";шт
93110;"AvanTech YOU Боковина H=187, L=300мм, серебро, правая (9255047) Hettich";"572,82 грн.";шт
93129;"AvanTech YOU Боковина H=187, L=500мм, серебро, правая (9255055) Hettich";"614,94 грн.";шт
93168;"AvanTech YOU DesignCape H=187мм L=2000мм, нержавеющая сталь (9257649) Hettich";"6121,62 грн.";шт
93198;"AvanTech YOU Боковина H=187, L=400мм, белый, левая (9255130) Hettich";"593,88 грн.";шт
93209;"AvanTech YOU Боковина H=187, L=550мм, белый, левая (9255136) Hettich";"625,5 грн.";шт
93219;"AvanTech YOU Боковина H=187, L=650мм, белый, левая (9255140) Hettich";"663 грн.";шт
93256;"Направляющая Actro YOU L=500мм (40 кг), левая (9256992) Hettich";"483,48 грн.";шт
93267;"Направляющая Actro YOU L=650мм (70 кг), правая (9257028) Hettich";"720,48 грн.";шт
93294;"AvanTech YOU Комплект стекол для боковин H=187мм L=500мм (9283181) Hettich";"1511,04 грн.";шт
93302;"AvanTech YOU Боковина H=187, L=500мм, антрацит, левая (9255214) Hettich";"614,94 грн.";шт
93318;"AvanTech YOU дизайн-профиль L=350мм, серебро (9255806) Hettich";"18,24 грн.";шт
93332;"AvanTech YOU дизайн-профиль L=300мм, белый (9255814) Hettich";"17,94 грн.";шт
93341;"AvanTech YOU дизайн-профиль L=270мм, антрацит (9255822) Hettich";"17,7 грн.";шт
93351;"AvanTech YOU Боковина H=251, L=350мм, серебро, левая (9255066) Hettich";"918,3 грн.";шт
93359;"AvanTech YOU Боковина H=251, L=450мм, серебро, левая (9255070) Hettich";"951,54 грн.";шт
93368;"AvanTech YOU Боковина H=251, L=550мм, серебро, правая (9255075) Hettich";"984,72 грн.";шт
93376;"AvanTech YOU стабилизатор лицевой панели внутреннего ящика (9257641) Hettich";"51,12 грн.";шт
93384;"AvanTech YOU комплект адаптеров лицевой панели стекло вн. ящика H=187, белый (9257652) Hettich";"948,6 грн.";шт
93392;"AvanTech YOU Боковина H=251, L=350мм, белая, правая (9255147) Hettich";"918,3 грн.";шт
93401;"AvanTech YOU комплект стекол для лицевой панели H=66мм, ширина корпуса=600мм (9283229) Hettich";"640,26 грн.";шт
93410;"Направляющая Quadro YOU L=300мм (30 кг), левая (9256856) Hettich";"356,46 грн.";шт
93422;"AvanTech YOU Боковина H=251, L=350мм, антрацит, левая (9255226) Hettich";"918,3 грн.";шт
93431;"AvanTech YOU Боковина H=251, L=450мм, антрацит, левая (9255230) Hettich";"951,54 грн.";шт
93439;"Направляющая Quadro YOU L=600мм (30 кг), левая (9256880) Hettich";"402,72 грн.";шт
93493;"Quadro YOU Механизм Push to open Silent средний (9257895) Hettich";"1097,94 грн.";шт
93502;"AvanTech YOU фиксатор внутреннего ящика белый (9257735) Hettich";"268,92 грн.";шт
94445;"Комплект ящика AvanTech YOU Q L=450 H=101 антрацит Hettich";"1911,79 грн.";к-т
94470;"Комплект ящика AvanTech YOU Q L=550 H=101 серебро Hettich";"1969,47 грн.";к-т
94588;"Комплект ящика AvanTech YOU Q L=500 H=251 белый Hettich";"3269,14 грн.";к-т
94616;"Комплект внутреннего ящика AvanTech YOU Q L=500 H=187 антрацит Hettich";"6702,3 грн.";к-т
94654;"Комплект внутреннего ящика AvanTech YOU Q L=500 H=187 Inlay (скло 130мм) белый корпус 600мм";"7414,39 грн.";к-т
94668;"Комплект внутреннего ящика AvanTech YOU Q L=350 H=187 белый Hettich";"6591,32 грн.";к-т
94681;"Комплект внутреннего ящика AvanTech YOU Q L=350 H=187 Inlay (скло 66мм) антрацит корпус 600мм";"6717,67 грн.";к-т
94690;"Комплект ящика AvanTech YOU Q L=350 H=251 серебро Hettich";"3121,86 грн.";к-т
94702;"Комплект ящика AvanTech YOU Q L=400 H=187 белый Hettich";"2454,89 грн.";к-т
94734;"Комплект ящика AvanTech YOU Q L=400 H=187 Inlay (скло) антрацит Hettich";"3869,82 грн.";к-т
94758;"Комплект внутреннего ящика AvanTech YOU Q L=450 H=101 серебро Hettich";"4717,07 грн.";к-т
94775;"Комплект внутреннего ящика AvanTech YOU Q L=450 H=187 Inlay (скло 130мм) белый корпус 600мм";"7303,19 грн.";к-т
94788;"Комплект ящика AvanTech YOU Q L=450 H=251 антрацит Hettich";"3219,87 грн.";к-т
94867;"Комплект внутреннего ящика AvanTech YOU Q L=550 H=187 серебро Hettich";"6739,96 грн.";к-т
94889;"Комплект внутреннего ящика AvanTech YOU Q L=550 H=187 Inlay (скло 66мм) белый корпус 600мм";"7235,51 грн.";к-т
94946;"Комплект внутреннего ящика AvanTech YOU Q L=600 H=101 антрацит Hettich";"4810,41 грн.";к-т
94971;"Комплект ящика AvanTech YOU Q L=600 H=187 серебро Hettich";"2614,09 грн.";к-т
94985;"Комплект ящика AvanTech YOU Q L=600 H=187 Inlay (скло) белый Hettich";"4472,27 грн.";к-т
95078;"Комплект ящика AvanTech YOU Q L=350 H=101 антрацит Hettich";"1854,65 грн.";к-т
95097;"Комплект ящика AvanTech YOU A L=350H=187 белый Hettich";"2620,83 грн.";к-т
95170;"Комплект ящика AvanTech YOU A L=350 H=187 Inlay (скло) белый Hettich";"3961,74 грн.";к-т
95253;"Комплект ящика AvanTech YOU A L=400 H=101 антрацит Hettich";"2083,03 грн.";к-т
95296;"Комплект ящика AvanTech YOU A L=400H=187 антрацит Hettich";"2654,45 грн.";к-т
95310;"Комплект ящика AvanTech YOU A L=400 H=187 Inlay (скло) белый Hettich";"4069,38 грн.";к-т
95347;"Комплект ящика AvanTech YOU A L=450 H=101 антрацит Hettich";"2108,24 грн.";к-т
95356;"Комплект внутреннего ящика AvanTech YOU A L=450H=187 Inlay (скло 66мм) серебро корпус 600мм";"7135,96 грн.";к-т
95383;"Комплект внутреннего ящика AvanTech YOU A L=500 H=101 белый Hettich";"4938,83 грн.";к-т
95443;"Комплект ящика AvanTech YOU A L=500 H=187 антрацит Hettich";"2721,63 грн.";к-т
95452;"Комплект внутреннего ящика AvanTech YOU A L=500 H=187 Inlay (скло 66мм) серебро корпус 600мм";"7243,64 грн.";к-т
95469;"Комплект внутреннего ящика AvanTech YOU A L=550 H=101 белый Hettich";"5015,59 грн.";к-т
95600;"Комплект ящика AvanTech YOU A L=550 H=187 белый Hettich";"2806,7 грн.";к-т
95636;"Комплект внутреннего ящика AvanTech YOU A L=550H=187 Inlay (скло 130мм) белый корпус 600мм";"7839,01 грн.";к-т
95647;"Комплект внутреннего ящика AvanTech YOU A L=450 H=187 белый Hettich";"6861,58 грн.";к-т
95656;"Комплект ящика AvanTech YOU A L=600 H=101 антрацит Hettich";"2244,56 грн.";к-т
95682;"Комплект ящика AvanTech YOU A L=600 H=187 серебро Hettich";"2853,51 грн.";к-т
95691;"Комплект ящика AvanTech YOU A L=600 H=187 Inlay (скло) белый Hettich";"4711,18 грн.";к-т
113859;"AvanTech YOU дизайн профиль L = 500 под дуб (9255791) Hettich";"29,58 грн.";шт
25391;"Направляющие  телескоп. 45мм L=300mm MULLER с доводчиком";"245,88 грн.";к-т
33553;"Направляющие телескоп. 45мм L=550mm MULLER PushOpen";"377,82 грн.";к-т
96086;"Направляющие телескоп. 45мм L=300 MULLER profi line част. выдв. с доводчиком";"456,3 грн.";к-т
83170;"Quadro V6.Silent System L=550мм полного выдвижения, левая (9047774) Hettich ДСП 16ММ!";"508,56 грн.";шт
52503;"Направляющие телескопические полного выдвижения 42мм, L = 350мм";"112,68 грн.";к-т
96074;"Направляющие телескоп. 45мм L=550mm MULLER";"289,2 грн.";к-т
96083;"Направляющие телескоп. 45мм L=500 MULLER profi line";"382,02 грн.";к-т
39799;"Адаптер для направляющих скрытого монтажа Muller правый WE29.0025.01.549";"266,22 грн.";шт
41928;"Адаптер для направляющих Quadro V6 Hettich правый WE29.0031.01.549";"402,48 грн.";шт
98160;"Направляющие роликовые  L=500 1,2 мм Muller";"124,86 грн.";к-т
55118;"Quadro V6.Silent System L=500мм полного выдвижения, левая, ДСП до 19 мм (9225731)";"490,98 грн.";шт
55110;"Quadro 25.Silent System L=500мм частичного выдвижения, левая, ДСП до 19 мм (9212683)";"248,7 грн.";шт
55128;"Quadro V6.P2O L=500мм полного выдвижения, левая, ДСП до 19 мм (9225743)";"549,6 грн.";шт
55842;"Quadro V6.P2O L=300мм полного выдвижения, правая, ДСП до 19 мм (9225735)";"510,54 грн.";шт
55851;"Quadro 25.Silent System L=350мм частичного выдвижения, левая, ДСП до 19 мм (9267403)";"224,04 грн.";шт
64140;"Направляющие скрытого монтажа SC L=550 Muller profi line 18мм max";"711,78 грн.";к-т
64132;"Направляющие скрытого монтажа част. выдвиж. SC L=400 Muller 18мм max";"371,88 грн.";к-т
64147;"Направляющие скрытого монтажа PO L=600 Muller profi line 18мм max";"747,9 грн.";к-т
78130;"Комплект направляющих Quadro част/в P2O L=400 EB=23 (ДСП до 19 мм)";"572,35 грн.";к-т
78147;"Комплект направляющих Quadro част/в с доводчиком L=300 EB=23 (ДСП до 19 мм)";"490,05 грн.";к-т
78155;"Комплект направляющих Quadro полн/в с доводчиком L=450 EB=23 (ДСП до 19 мм)";"1020,82 грн.";к-т
94097;"Направляющие телескопические 35мм L = 350мм";"67,62 грн.";к-т
120641;"AvanTech YOU Комплект боковин H=187, Inlay (под стекло) L=550мм, антрацит (9257191) Hettich";"1807,62 грн.";шт
120649;"AvanTech YOU Комплект боковин H=187, Inlay (под стекло) L=450мм, белый (9257182) Hettich";"1762,38 грн.";шт
119192;"AvanTech YOU Комплект боковин H=251, L=500мм, серебро (9255276) Hettich";"2473,44 грн.";шт
119005;"AvanTech YOU Комплект боковин H=187, L=600мм,серебро (9255269) Hettich";"1787,58 грн.";шт
119030;"AvanTech YOU Комплект боковин H=187, L=450мм, белый (9255306) Hettich";"1711,26 грн.";шт
117753;"AvanTech YOU Комплект боковин H=187, L=500мм, серебро (9255267) Hettich";"1733,04 грн.";шт
123332;"Комплект направляющих Actro 5D L=500мм полного выдвижения с доводчиком (40кг)";"1317,76 грн.";к-т
119808;"AvanTech YOU Комплект боковин H=101, L=600мм, антрацит (9255331) Hettich";"1178,58 грн.";шт
119816;"AvanTech YOU Комплект боковин H=101, L=450мм, антрацит (9255328) Hettich";"1131,54 грн.";шт
119824;"AvanTech YOU Комплект боковин H=101, L=350мм, белый (9255286) Hettich";"1104,72 грн.";шт
118347;"AvanTech YOU Комплект боковин H=251, L=450мм, антрацит (9255355) Hettich";"2439,6 грн.";шт
118355;"AvanTech YOU Комплект боковин H=251, L=350мм, белый (9255313) Hettich";"2371,92 грн.";шт
122875;"Направляющая скрытого монтажа Actro 5D L=400 правая (40кг) (9257072)";"541,26 грн.";шт
122884;"Направляющая скрытого монтажа Actro 5D L=600 правая (40кг) (9268683)";"651,72 грн.";шт
122892;"Фиксатор Actro 5D правый (9257264)";"90,84 грн.";шт
117074;"Quadro V6.Silent System L = 250мм полного выдвижения, левая, ДСП до 19 мм (9292827) Hettich";"449,88 грн.";шт
117082;"Quadro V6.Silent System L = 600мм полного выдвижения, права, ДСП до 19 мм (9254169) Hettich";"493,68 грн.";шт
44357;"Направляющие скрытого монтажа PO L=500 (без синхронизатора)  Muller profi line";"319,26 грн.";к-т
11250;"Метабоксы L=500 H-150 Muller";"360,54 грн.";к-т
13754;"Метабоксы L=350 H-86 Muller";"222,84 грн.";к-т
13813;"Боковина ArciTech H=94 L=550 серебро, правая (9121210) Hettich";"264,42 грн.";шт
16533;"Адаптер фасада ArciTech внутреннего ящика H=186 (9123089) Hettich";"783,18 грн.";шт
13769;"Соединитель задней стенки H=94 ArciTech, серебро, правый 9121828";"81,72 грн.";шт
13815;"Направляющая Actro, Silent System L=550мм, правая (9121106) Hettich";"501,42 грн.";шт
25936;"Боковина ArciTech H=94 L=400 серебро, левая (9121203) Hettich";"251,04 грн.";шт
13817;"Продольный релинг ArciTech L=550 серебро, правый (9122014) Hettich";"160,44 грн.";шт
32704;"Продольный релинг ArciTech L=450 белый, правый (9121998) Hettich";"153,06 грн.";шт
32897;"Адаптер фасада ArciTech внутреннего ящика H=186, антрацит (9140123) Hettich";"783,18 грн.";шт
32895;"Адаптер фасада ArciTech внутреннего ящика H=94, белый( 9123084) Hettich";"472,38 грн.";шт
56165;"Направляющая Actro, Silent System L=450мм, левая (9239283) Hettich";"483,54 грн.";шт
32968;"Продольный релингArciTech EK L=450 антрацит,правый(9121996) Hettich";"153,06 грн.";шт
32969;"Продольный релинг ArciTech L=550 антрацит,левый(9122015) Hettich";"160,44 грн.";шт
14798;"Шаблон для разметки креплений релинга  Muller Box";"44,88 грн.";шт
14796;"Поперечный стабилизатор L-500  Muller Box";"256,62 грн.";шт
14779;"К-кт. креплений передней панели  Muller Box под 1 релинг Н-199";"175,5 грн.";шт
14793;"Поперечный релинг  Muller Box 1100мм";"140,04 грн.";шт
14772;"Комлект Muller Box L-450  Н-84";"893,64 грн.";шт
26743;"Комлект Muller Box L-500 Н-84 белый";"963,6 грн.";шт
73567;"Комплект Muller Box profi line L-300 Н-95 белый";"893,64 грн.";к-т
73575;"Комплект Muller Box profi line L-350 Н-127 белый";"1042,56 грн.";к-т
73583;"Комплект Muller Box profi line L-400 Н-178 белый";"1290,78 грн.";к-т
73591;"Комплект Muller Box profi line L-300 Н-95 антрацит";"893,64 грн.";к-т
73600;"Комплект Muller Box profi line L-450 Н-178 антрацит";"1315,62 грн.";к-т
73609;"Комплект Muller Box profi line L-550 Н-178 антрацит";"1414,86 грн.";к-т
71998;"Комплект Muller Box L-450 с 1 релингом";"1077,68 грн.";к-т
72006;"Комплект Muller Box L-450 внутренний ящик";"1720,79 грн.";к-т
72015;"Комплект Muller Box L-450 с 2 релингами белый";"1219,62 грн.";к-т
117802;"Комплект внутр. ящик Muller Box profi line L-350 Н-95 антрацит";"1794,5 грн.";к-т
117811;"Комплект внутр. ящик Muller Box profi line L-400 Н-95 белый";"1893,78 грн.";к-т
116436;"К-кт Muller Box L-450 Н-199 с надставкой стекло серый";"1336 грн.";к-т
29042;"Крепежный элемент для лицевой панели Atira  (106519104) Hettich";"10,32 грн.";шт
29345;"Комплект для ящиков Atira, частичного выдвижения L=520мм H=70мм, антрацит Hettich";"1180,87 грн.";к-т
29134;"Организация OrgaTray 590 W=800 L=470 белая (9194903) Hettich";"1358,58 грн.";шт
29326;"Комплект для ящиков Atira, частичного выдвижения L=420мм H=70мм, серебристый Hettich";"1125,15 грн.";к-т
29279;"Комплект для ящиков Atira, частичного выдвижения L=470мм H=176мм, антрацит Hettich";"1495,29 грн.";к-т
29124;"Организация Orga Flag Basiset 900, L=470 серебро (9194870) Hettich";"5505,84 грн.";шт
29116;"Организация OrgaTray 590 W=500 L=470 серебро (9194889) Hettich";"725,7 грн.";шт
29101;"Quadro V6.Silent System L=420 полного выдвиж. Atira, правая (9047451)  Hettich";"394,44 грн.";шт
29171;"Надставка TopSide L=470мм H=144мм, Atira, антрацит (9194695) Hettich";"584,64 грн.";шт
29290;"Комплект для ящиков Atira, частичного выдвижения L=350мм H=70мм, серебристый Hettich";"1086,15 грн.";к-т
29158;"Надставка TopSide L=470мм H=144мм, Atira,белая (9194688) Hettich";"584,64 грн.";шт
29343;"Комплект для ящиков Atira, полного выдвижения L=520мм H=70мм, белый Hettich";"1454,51 грн.";к-т
29102;"Quadro V6.Silent System L=520 полного выдвиж. Atira, левая (9047454)  Hettich";"409,62 грн.";шт
29316;"Комплект для ящиков Atira, частичного выдвижения L=420мм H=176мм, белый Hettich";"1461,13 грн.";к-т
29135;"Организация OrgaTray 590 W=900 L=470 белая (9194904) Hettich";"1434,6 грн.";шт
29026;"Боковина Atira L=350 мм H=70мм антрацит, левая (9194422) Hettich";"213,42 грн.";шт
29300;"Комплект для ящиков Atira, частичного выдвижения L=350мм H=176мм, антрацит Hettich";"1413,34 грн.";к-т
29110;"Quadro 25.Silent System L=470 частичного выдвиж. Atira, правая (9158971)  Hettich";"266,58 грн.";шт
29139;"Организация Orga Flag Basiset 600, L=470 белая (9194869) Hettich";"4315,5 грн.";шт
29016;"Боковина Atira L=520 мм H=70мм серебро, левая (9194400) Hettich";"239,7 грн.";шт
